2108-09-20 15:23:56.000,RESP,0.0
2108-09-20 15:24:56.000,RESP,0.0
2108-09-20 15:25:56.000,RESP,0.0
2108-09-20 15:26:56.000,RESP,0.0
2108-09-20 15:27:56.000,RESP,0.0
2108-09-20 15:28:56.000,RESP,0.0
2108-09-20 15:29:56.000,RESP,0.0
2108-09-20 15:30:56.000,RESP,0.0
2108-09-20 15:31:56.000,RESP,0.0
2108-09-20 15:32:56.000,RESP,0.0
2108-09-20 15:33:56.000,RESP,0.0
2108-09-20 15:34:56.000,RESP,0.0
2108-09-20 15:35:56.000,RESP,0.0
2108-09-20 15:36:56.000,RESP,0.0
2108-09-20 15:37:56.000,RESP,0.0
2108-09-20 15:38:56.000,RESP,0.0
2108-09-20 15:39:56.000,RESP,0.0
2108-09-20 15:40:56.000,RESP,0.0
2108-09-20 15:41:56.000,RESP,0.0
2108-09-20 15:42:56.000,RESP,0.0
2108-09-20 15:43:56.000,RESP,0.0
2108-09-20 15:44:56.000,RESP,0.0
2108-09-20 15:45:56.000,RESP,0.0
2108-09-20 15:46:56.000,RESP,0.0
2108-09-20 15:47:56.000,RESP,0.0
2108-09-20 15:48:56.000,RESP,0.0
2108-09-20 15:49:56.000,RESP,0.0
2108-09-20 15:50:56.000,RESP,0.0
2108-09-20 15:51:56.000,RESP,0.0
2108-09-20 15:52:56.000,RESP,0.0
2108-09-20 15:53:56.000,RESP,0.0
2108-09-20 15:54:56.000,RESP,0.0
2108-09-20 15:55:56.000,RESP,0.0
2108-09-20 15:56:56.000,RESP,0.0
2108-09-20 15:57:56.000,RESP,0.0
2108-09-20 15:58:56.000,RESP,0.0
2108-09-20 15:59:56.000,RESP,0.0
2108-09-20 16:00:56.000,RESP,0.0
2108-09-20 16:01:56.000,RESP,0.0
2108-09-20 16:02:56.000,RESP,0.0
2108-09-20 16:03:56.000,RESP,0.0
2108-09-20 16:04:56.000,RESP,0.0
2108-09-20 16:05:56.000,RESP,0.0
2108-09-20 16:06:56.000,RESP,0.0
2108-09-20 16:07:56.000,RESP,0.0
2108-09-20 16:08:56.000,RESP,0.0
2108-09-20 16:09:56.000,RESP,0.0
2108-09-20 16:10:56.000,RESP,0.0
2108-09-20 16:11:56.000,RESP,0.0
2108-09-20 16:12:56.000,RESP,0.0
2108-09-20 16:13:56.000,RESP,0.0
2108-09-20 16:14:56.000,RESP,0.0
2108-09-20 16:15:56.000,RESP,0.0
2108-09-20 16:16:56.000,RESP,0.0
2108-09-20 16:17:56.000,RESP,0.0
2108-09-20 16:18:56.000,RESP,0.0
2108-09-20 16:19:56.000,RESP,0.0
2108-09-20 16:20:56.000,RESP,0.0
2108-09-20 16:21:56.000,RESP,0.0
2108-09-20 16:22:56.000,RESP,0.0
2108-09-20 16:23:56.000,RESP,0.0
2108-09-20 16:24:56.000,RESP,0.0
2108-09-20 16:25:56.000,RESP,0.0
2108-09-20 16:26:56.000,RESP,0.0
2108-09-20 16:27:56.000,RESP,0.0
2108-09-20 16:28:56.000,RESP,0.0
2108-09-20 16:29:56.000,RESP,0.0
2108-09-20 16:30:56.000,RESP,0.0
2108-09-20 16:31:56.000,RESP,0.0
2108-09-20 16:32:56.000,RESP,0.0
2108-09-20 16:33:56.000,RESP,0.0
2108-09-20 16:34:56.000,RESP,0.0
2108-09-20 16:35:56.000,RESP,0.0
2108-09-20 16:36:56.000,RESP,0.0
2108-09-20 16:37:56.000,RESP,0.0
2108-09-20 16:38:56.000,RESP,0.0
2108-09-20 16:39:56.000,RESP,0.0
2108-09-20 16:40:56.000,RESP,0.0
2108-09-20 16:41:56.000,RESP,0.0
2108-09-20 16:42:56.000,RESP,0.0
2108-09-20 16:43:56.000,RESP,0.0
2108-09-20 16:44:56.000,RESP,0.0
2108-09-20 16:45:56.000,RESP,0.0
2108-09-20 16:46:56.000,RESP,0.0
2108-09-20 16:47:56.000,RESP,0.0
2108-09-20 16:48:56.000,RESP,0.0
2108-09-20 16:49:56.000,RESP,0.0
2108-09-20 16:50:56.000,RESP,0.0
2108-09-20 16:51:56.000,RESP,0.0
2108-09-20 16:52:56.000,RESP,0.0
2108-09-20 16:53:56.000,RESP,0.0
2108-09-20 16:54:56.000,RESP,0.0
2108-09-20 16:55:56.000,RESP,0.0
2108-09-20 16:56:56.000,RESP,0.0
2108-09-20 16:57:56.000,RESP,0.0
2108-09-20 16:58:56.000,RESP,0.0
2108-09-20 16:59:56.000,RESP,0.0
2108-09-20 17:00:56.000,RESP,0.0
2108-09-20 17:01:56.000,RESP,0.0
2108-09-20 17:02:56.000,RESP,0.0
2108-09-20 17:03:56.000,RESP,0.0
2108-09-20 17:04:56.000,RESP,0.0
2108-09-20 17:05:56.000,RESP,0.0
2108-09-20 17:06:56.000,RESP,0.0
2108-09-20 17:07:56.000,RESP,0.0
2108-09-20 17:08:56.000,RESP,0.0
2108-09-20 17:09:56.000,RESP,0.0
2108-09-20 17:10:56.000,RESP,0.0
2108-09-20 17:11:56.000,RESP,0.0
2108-09-20 17:12:56.000,RESP,0.0
2108-09-20 17:13:56.000,RESP,0.0
2108-09-20 17:14:56.000,RESP,0.0
2108-09-20 17:15:56.000,RESP,0.0
2108-09-20 17:16:56.000,RESP,0.0
2108-09-20 17:17:56.000,RESP,0.0
2108-09-20 17:18:56.000,RESP,0.0
2108-09-20 17:19:56.000,RESP,0.0
2108-09-20 17:20:56.000,RESP,0.0
2108-09-20 17:21:56.000,RESP,0.0
2108-09-20 17:22:56.000,RESP,0.0
2108-09-20 17:23:56.000,RESP,0.0
2108-09-20 17:24:56.000,RESP,0.0
2108-09-20 17:25:56.000,RESP,0.0
2108-09-20 17:26:56.000,RESP,0.0
2108-09-20 17:27:56.000,RESP,0.0
2108-09-20 17:28:56.000,RESP,0.0
2108-09-20 17:29:56.000,RESP,0.0
2108-09-20 17:30:56.000,RESP,0.0
2108-09-20 17:31:56.000,RESP,0.0
2108-09-20 17:32:56.000,RESP,0.0
2108-09-20 17:33:56.000,RESP,0.0
2108-09-20 17:34:56.000,RESP,0.0
2108-09-20 17:35:56.000,RESP,0.0
2108-09-20 17:36:56.000,RESP,0.0
2108-09-20 17:37:56.000,RESP,0.0
2108-09-20 17:38:56.000,RESP,0.0
2108-09-20 17:39:56.000,RESP,0.0
2108-09-20 17:40:56.000,RESP,0.0
2108-09-20 17:41:56.000,RESP,0.0
2108-09-20 17:42:56.000,RESP,0.0
